name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Beef and Cabbage for Dinner Tonight,4 Servings,"['1 green cabbage head (washed and cut into bite-sized pieces)', '1 onion, medium (chopped)', '1 pound ground beef, lean (90% lean)', '2 sprays of non-stick cooking spray', '1 teaspoon garlic powder', '1/4 teaspoon black pepper', 'salt (to taste, optional)', 'red pepper flakes (to taste, optional)']","['Chop cabbage and onions, set aside.', 'In a large skillet, cook the ground beef on medium heat until browned. Drain the fat. Set beef aside.', 'Spray skillet with non-stick cooking spray. Cook onions on medium heat until soft.', 'Add cabbage to the onions and cook until cabbage starts to brown.', 'Stir the beef into the cabbage and onion mixture.', 'Season with garlic powder, salt (optional), and pepper. Add red pepper flakes (optional) to the cabbage if you like it spicy.']",Main,246,71 mg,9 g,16 g,6 g,8 g,25 g,111 mg,4 mg,11 mcg RAE,85 mg,0 mcg,110 mcg DFE
Beef and Vegetables,6 Servings,"['4 cups water', '2 cups rice, uncooked', '1 pound ground beef (or 1 can, about 24 ounces, canned beef)', '2 cups steamed green beans (or 1 can, about 15 ounces, low-sodium green beans)', '1 1/2 cups fresh cooked corn kernels (or 1 can, about 15 ounces, low-sodium corn)', '1 can low-sodium tomato sauce (about 15 ounces)', '1/2 teaspoon garlic powder', '1/2 teaspoon onion powder']","['In a large pot, add water to rice and bring to a boil. Cover and cook on low heat for 15 minutes (do not remove the lid) until water is gone.', 'While the rice is cooking, put ground beef in a large pan and cook over medium heat on the stove for 8 to 10 minutes. Drain fat.', 'Let rice stand for about 3 minutes. Arrange rice on a platter like a doughnut ring. Set aside.', 'Add green beans, corn, tomato sauce, garlic powder, and onion powder to pan with meat.', 'Cook until steaming hot. Pour into center of rice ring and serve.']",Main,471,51 mg,12 g,69 g,5 g,2 g,22 g,49 mg,5 mg,29 mcg RAE,4 mg,0 mcg,196 mcg DFE
Beef Pot Roast,8 servings,"['1/2 cup onion (chopped)', '2 tablespoons water', '2 1/2 pounds beef chuck roast (boneless)', '2 cups water (hot)', '1 beef bouillon (cube)', '1/16 cup orange juice (1 tablespoon)', '1/4 teaspoon allspice', '1/8 teaspoon pepper']","['In a small bowl, put the bouillon cube in 2 cups hot water. Stir it until the bouillon cube dissolves. This will make 2 cups of beef broth.', 'In a medium bowl, stir together the broth, orange juice, allspice, and pepper.', 'Peel and chop the onion, to make 1/2 cup chopped onion.', 'Put 2 tablespoons water in the skillet. Heat on medium.', 'Put the onion in the skillet. Simmer it until tender.', 'Add the roast to the skillet. Brown it on all sides.', 'Pour the broth mix over the meat in the skillet.', 'Cover and simmer for 2 hours.']",Main,188,88 mg,6 g,1 g,0 g,1 g,30 g,19 mg,3 mg,0 mcg RAE,1 mg,0 mcg,13 mcg DFE
Beef Pozole Soup,10 servings,"['32 ounces lean beef (2 pounds, cubed)', '1 tablespoon olive oil', '1 onion (large)', '1 garlic clove (finely chopped)', '1/4 teaspoon salt', '1/8 teaspoon pepper', '1/4 cup cilantro', '1 can stewed tomatoes (15 ounces, low sodium)', '2 ounces tomato paste', '1 can hominy (1 lb. 13 ounce can)']","['Wash hands with soap and water.', 'In a large pot, heat oil. Brown beef cubes.', 'Add onion, garlic, salt, pepper, cilantro, and enough water to cover the meat.', 'Cover pot and cook over low heat until meat is tender.', 'Add tomatoes and tomato paste. Continue cooking for about 20 minutes.', 'Add hominy and continue cooking another 15 minutes, stirring occasionally, over low heat. If too thick, add water for desired consistency.']",Main,313,95 mg,14 g,16 g,2 g,3 g,30 g,36 mg,4 mg,9 mcg RAE,7 mg,0 mcg,40 mcg DFE
Beef Stroganoff,5 servings,"['1 pound beef (lean, top round)', '2 teaspoons vegetable oil', '3/4 tablespoon onion (finely chopped)', '1 pound mushrooms (sliced)', '1/4 teaspoon salt', 'black pepper', '1/4 teaspoon nutmeg', '1/2 teaspoon basil (dried)', '1/4 cup white wine', '1 cup yogurt (plain, low-fat)', '6 cups macaroni (cooked in unsalted water)']","['Cut beef into 1-inch cubes. Heat 1 teaspoon oil in non-stick skillet. Sauté onion for 2 minutes.', 'Add beef and sauté for additional 5 minutes. Turn to brown evenly. Remove from pan and keep hot.', 'Add remaining oil to pan; sauté mushrooms.', 'Add beef and onions to pan with seasonings.', 'Add wine and yogurt; gently stir in. Heat, but do not boil.', 'Serve with macaroni.']",Main,453,60 mg,8 g,58 g,4 g,6 g,33 g,117 mg,4 mg,7 mcg RAE,2 mg,0 mcg,222 mcg DFE
Beefy Macaroni and Cheese,4 Servings,"['3/4 pound ground beef (90% lean)', '1 1/2 cups water', '1 cup macaroni, uncooked', '1 can diced tomatoes, canned, undrained (14.5 ounces)', '2 Servings Eating Smart Seasoning Mix (1/2 cup)', '1/2 cup shredded cheese', 'salt (optional, to taste)']","['Wash hands with soap and water.', 'Brown ground beef in a large skillet; drain the fat.', 'Add water, macaroni, tomatoes, and seasoning mix; stir.', 'Bring to a boil, reduce heat to low and simmer, covered for 15-20 minutes or until macaroni is tender.', 'Remove from heat and add 1/2 cup grated cheese.', 'Taste; then add a small amount of salt if needed.', 'Refrigerate leftovers.']",Main,353,69 mg,13 g,32 g,4 g,7 g,28 g,245 mg,4 mg,106 mcg RAE,15 mg,1 mcg,109 mcg DFE
Bell Pepper Nachos,8 Servings,"['4 bell peppers', '1 cup salsa', '2 teaspoons seasoning (try a mixture-chili powder, garlic powder, ground cumin, pepper)', '2 cups cooked chicken, shredded or chopped (or beans or tofu -- or try a combination)', '3/4 cup cheddar cheese, shredded']","['Wash hands with soap and water.', 'Preheat oven to 350 °F.', 'Wash bell peppers, remove seeds and cut into bite-sized pieces. Arrange pieces close together in a single layer on a large foil-lined baking sheet.', 'In a medium bowl, combine salsa, seasonings and meat, beans or tofu. Spoon the mixture evenly over pepper pieces. Top with cheese.', 'Bake for 15 minutes, or until peppers are heated through and cheese is melted. Serve warm.']",Main,120,45 mg,5 g,5 g,2 g,3 g,14 g,90 mg,1 mg,53 mcg RAE,69 mg,0 mcg,16 mcg DFE
Black Bean and Rice Salad,3 servings,"['1/2 cup onion (chopped)', '1/2 cup bell pepper (green or red, chopped)', '1 cup brown rice (or white rice, cooked and cooled)', '1 can black beans (15 ounce, drained and rinsed)', '1/4 cup rice vinegar (or white wine vinegar or lemon juice)', '1/2 teaspoon mustard powder (optional)', '1 clove garlic (chopped, or 1/2 teaspoon garlic powder)', '1/2 teaspoon salt', '1/4 teaspoon pepper', '2 tablespoons vegetable oil']","['Wash hands with soap and water.', 'In a mixing bowl, stir together onion, red or green pepper, rice, and beans.', 'In a jar with a tight fitting lid, add vinegar, dry mustard, garlic, salt, pepper and vegetable oil. Shake until dressing is evenly mixed.', 'Pour dressing over bean mixture and stir to mix evenly. Chill for at least one hour. Serve cold as a side dish or main dish.']",Main,520,0 mg,12 g,87 g,17 g,3 g,18 g,114 mg,5 mg,5 mcg RAE,22 mg,0 mcg,142 mcg DFE
Black Bean and Sweet Potato Quesadillas,4 Servings,"['nonstick cooking spray', '1 medium sweet potato (cooked and cut into pieces)', '1 cup black beans, canned (low-sodium)', '1 small onion', '1 clove garlic', '1 1/2 teaspoons ground cumin', '1 1/2 teaspoons paprika', '1/2 large chili pepper', '2 tablespoons sour cream, low-fat OR reduced fat plain yogurt', '8 whole wheat tortillas', '1/4 cup cheddar cheese, reduced-fat', '1/2 cup baby spinach']","['Wash hands with soap and water.', 'Sauté onion and garlic (using nonstick cooking spray) in a medium size pan until soft.', 'Add sweet potatoes, black beans, spices, and jalapeno.', 'Heat until just warm.', 'Spread potato mixture over tortilla, then top with baby spinach, cheese, and onion.', 'Top with second tortilla.', 'Heat a pan on high heat and spray with nonstick cooking spray.', 'Brown quesadilla about one minute on each side until the inside is warm and the cheese is melted.']",Main,300,6 mg,3 g,57 g,10 g,3 g,13 g,135 mg,4 mg,288 mcg RAE,9 mg,0 mcg,90 mcg DFE
Black Bean Burgers,4 Servings,"['1 can (15.5 oz) low-sodium black beans (drained and rinsed with cold water)', '1 large egg', '1/2 cup cooked brown rice', '2 scallions (green and white minced about 1/4 cup)', '2 tablespoons chopped fresh cilantro (or basil leaves or a combination)', '1 clove garlic (peeled and minced)', '1/4 teaspoon dried oregano or basil', '1 teaspoon vegetable oil', '1/2 teaspoon salt', '1/2 teaspoon black pepper', '4 whole-wheat buns']","['Add beans to a bowl and mash with a fork until chunky. Add the egg and mix well.', 'Add precooked rice, scallions, garlic and oregano, salt and pepper and mix until well combined.', 'Divide the mixture into 4 portions and form each portion into a patty about 3/4 to 1 inch thick.', 'Place a large skillet on the stove on high heat. When the skillet is hot, add oil. Add burgers and cook 4 to 5 minutes per side until browned on both sides and heated throughout. Place on a whole wheat bun.']",Main,274,53 mg,5 g,47 g,12 g,4 g,13 g,106 mg,4 mg,25 mcg RAE,5 mg,0 mcg,93 mcg DFE
Black Bean Quesadillas,8 Servings,"['3/4 cup chunky salsa (or pico de gallo)', '1 can (15.5 oz) low-sodium black beans (drained and rinsed)', '2 cups shredded reduced-fat Colby & Monterey Jack cheese', '2 tablespoons fresh cilantro (finely chopped)', '4 8 inch flour tortillas', '1/2 teaspoon extra virgin olive oil']","['Using a small-hole strainer, drain liquid from salsa; discard liquid.', 'Transfer leftover tomato mixture to a medium bowl.', 'Mix in black beans, cheese, and cilantro until combined.', 'Divide black bean mixture evenly over half of each tortilla (about 1/2 cup each).', 'Fold tortillas in half.', 'Heat large griddle or skillet over medium-high heat.', 'Brush with oil.', 'Place filled tortillas on a griddle.', 'Cook, carefully flipping once, until tortillas are gold brown and crisp and cheese filling melts, about 5 minutes.', 'Cut quesadillas into wedges.']",Main,160,5 mg,5 g,25 g,4 g,1 g,7 g,96 mg,2 mg,14 mcg RAE,2 mg,0 mcg,88 mcg DFE
Black Bean Soup,4 servings,"['1 cup onion (chopped)', '3/4 cup celery (chopped)', '2 teaspoons garlic (chopped)', '1 1/2 cups beef broth (fat removed, reduced sodium)', '2 cans black beans, low-sodium (15 ounce each, drained and rinsed)', '1/2 cup salsa (thick and chunky)', '1 1/2 teaspoons cumin', '1/2 teaspoon onion powder', '1/4 teaspoon oregano (dried)']","['Combine all ingredients in a saucepan.', 'Cover and simmer for 20 to 25 minutes or until vegetables are tender.']",Main,238,0 mg,1 g,43 g,16 g,3 g,16 g,110 mg,5 mg,12 mcg RAE,13 mg,0 mcg,148 mcg DFE
Black Beans,4 servings,"['2 cans (15.5 oz) black beans (drained)', '1/2 onion (medium)', '2 garlic cloves', '2 tablespoons vegetable oil', '1/2 teaspoon cumin (ground)', '1/2 teaspoon salt', '1/4 teaspoon oregano (fresh or dried)']","['Carefully drain the juice from one can of black beans. Pour the drained black beans into a bowl. Use a potato masher to mash the beans until they are no longer whole. Set the mashed beans aside.', 'Chop the onion in to 1/4-inch pieces. Set it aside. Peel the garlic cloves and mince them finely. Set the garlic aside.', 'In a medium saucepan, heat the oil over medium high heat. Add the onions and sauté for 1 to 2 minutes. Stir in the garlic and cumin and cook for 30 seconds more. Stir in the mashed black beans and the second can of black beans, including the juice. When the beans begin to boil, reduce the heat to low, stir in the salt and oregano and simmer for 10 minutes, uncovered.']",Main,352,0 mg,8 g,55 g,19 g,1 g,18 g,130 mg,6 mg,0 mcg RAE,2 mg,0 mcg,192 mcg DFE
Black Skillet Beef with Greens and Red Potatoes,6 servings,"['1 pound beef (top round)', '1 tablespoon paprika', '1 1/2 teaspoons oregano', '1/2 teaspoon chili powder', '1/4 teaspoon garlic powder', '1/4 teaspoon black pepper', '1/8 teaspoon crushed red pepper', '1/8 teaspoon mustard (dry)', '8 potatoes (red-skinned, halved)', '3 cups onions (finey chopped)', '2 cups beef broth (reduced sodium)', '2 garlic cloves (large, minced)', '2 carrots (large, peeled, cut into very thin 2 1/2 inch strips)', '4 cups kale (1 bunch)', 'non-stick cooking spray']","['Partially freeze beef. Thinly slice across the grain into long strips 1/8 inch thick and 3 inches wide.', 'Combine paprika, oregano, chili powder, garlic powder, black pepper, red pepper, and dry mustard. Coat strips of meat with the spice mixture.', 'Spray a large heavy skillet nonstick cooking spray. Preheat pan over high heat.', 'Add meat; cook, stirring for 5 minutes.', 'Add potatoes, onion, broth, and garlic. Cook covered, over medium heat for 20 minutes.', 'Stir in carrots, lay greens over top and cook, covered, until carrots are tender, about 15 minutes.', 'Serve in large serving bowl, with crusty bread for dunking.']",Main,392,47 mg,5 g,65 g,10 g,7 g,26 g,149 mg,5 mg,456 mcg RAE,117 mg,0 mcg,88 mcg DFE
Brag About It Bread Bake,6 servings,"['6 slices bread (cubed, approximately 6 cups)', '1 1/2 cups broccoli (frozen, chopped and cooked)', '1 cup cheddar cheese, low-fat shredded', '1 tablespoon onion minced, optional (used in analysis)', '1 cup chicken, skinless (diced, cooked)', '3 eggs', '4 egg whites', '2 cups milk, non-fat']","['Place half the bread in a well greased 9x9 inch pan.', 'Top with broccoli, cheese, onion, and meat.', 'Place remaining bread on top.', 'In a bowl, mix eggs and milk.', 'Pour egg mixture over bread in pan.', 'Cover. Refrigerate overnight or at least 1 hour.', 'Bake uncovered at 325 °F for 1 to 1 1/4 hours, or until center is firm and lightly browned.']",Main,220,120 mg,6 g,19 g,1 g,6 g,23 g,273 mg,2 mg,110 mcg RAE,20 mg,2 mcg,79 mcg DFE
Braised Chicken Thighs with Spinach,4 Servings,"['4 6-ounce bone in chicken thighs (skin removed)', '1 teaspoon vegetable oil', '1 teaspoon salt', '1/2 teaspoon black pepper', '1 small yellow onion (peeled and chopped)', '3 cloves garlic (peeled and minced)', '1 teaspoon dried thyme', '1/2 teaspoon dried rosemary', '1 cup water', '1 package 10-ounce frozen spinach (or 1 bunch fresh spinach)']","['Heat skillet over medium-high heat. Add 1 teaspoon oil. Add chicken, top side down. Cook about 8 minutes on each side, or until deeply browned. Remove the chicken to a dinner plate and set aside.', 'Reheat skillet over medium heat. Add the onion, garlic, thyme, and rosemary. Cook about 5 minutes, until the onion is soft and golden. Return the chicken to the pan.', 'Add the water, and cover. Continue cooking for about 30 minutes.', 'Add frozen spinach and cook for about 10 minutes. Or, add the fresh spinach and cook about 2 minutes, until it wilts. Serve right away.']",Main,185,112 mg,8 g,5 g,2 g,1 g,22 g,94 mg,3 mg,340 mcg RAE,22 mg,0 mcg,146 mcg DFE
Brazilian Rice,8 servings,"['nonstick vegetable spray', '1 3/16 packages spinach (10 ounce, frozen, thawed)', '1 cup brown rice (cooked)', '2 tablespoons olive oil', '1 cup egg-white substitute (liquid)', '3/4 cup mozzarella cheese, fat-free (shredded)', '1 cup milk (fat-free)', '1/2 onion (medium, chopped)', '1/2 teaspoon Worcestershire sauce', '1/4 teaspoon marjoram (dried)', '1/4 teaspoon thyme (dried)', '1/4 teaspoon rosemary (dried)']","['Preheat oven to 350 °F.', 'Spray a 2-quart baking dish with vegetable oil spray.', 'Place thawed spinach in a colander and press to remove excess water.', 'Place the spinach in a large mixing bowl and add remaining ingredients. Mix until combined.', 'Transfer the mixture to the baking dish and place in the preheated oven. Bake for 30 minutes.', 'Cut the casserole into eight squares and serve.']",Main,111,3 mg,4 g,10 g,2 g,2 g,9 g,198 mg,1 mg,230 mcg RAE,1 mg,0 mcg,48 mcg DFE
Breakfast Burrito with Salsa,4 servings,"['4 eggs (large)', '1/8 cup corn (frozen)', '1 tablespoon milk (1%)', '2 cups green pepper (2 Tablespoons, diced)', '1/4 cup onion (minced)', '1/16 cup tomatoes, fresh (1 Tablespoon, diced)', '1 teaspoon mustard', '1/4 teaspoon garlic (granulated)', 'hot pepper sauce (optional)', '4 flour tortillas (8 inch)', '1/4 cup salsa (canned)']","['Preheat oven to 350 °F.', 'In a large mixing bowl, blend the eggs, corn, milk, green peppers, onions, tomatoes, mustard, garlic, hot pepper sauce, and salt for 1 minute until eggs are smooth.', 'Pour egg mixture into a lightly oiled 9x9x2 inch baking dish and cover with foil.', 'Bake for 20-25 minutes until eggs are set and thoroughly cooked.', 'Wrap tortillas in plastic and microwave for 20 seconds until warm. Be careful when unwrapping the tortillas -- the steam can be hot.', 'Cut baked egg mixture into 4 equal pieces and roll 1 piece of cooked egg in each tortilla.', 'Serve each burrito topped with 2 tablespoons of salsa.']",Main,246,186 mg,9 g,30 g,2 g,2 g,11 g,104 mg,3 mg,89 mcg RAE,7 mg,1 mcg,116 mcg DFE
Broccoli Alfredo,4 Servings,"['4 cups broccoli, cooked', '4 cups whole wheat pasta, cooked', '2 cups milk, 1% (or non-fat)', '1 cup Parmesan cheese (reduced fat)', '1 teaspoon basil', '1/2 teaspoon garlic powder', '2 tablespoons cornstarch', 'pepper (to taste, optional)']","['Heat milk over medium heat and then add basil and garlic powder. When hot, add Parmesan cheese.', 'Mix cornstarch with 2 or 3 tablespoons of milk and add to hot mixture. Heat until thickened.', 'Pour mixture over pasta and broccoli. Serve.']",Main,324,24 mg,6 g,53 g,9 g,9 g,18 g,445 mg,3 mg,130 mcg RAE,79 mg,2 mcg,72 mcg DFE
