name,servings,ingredients,directions,type,calories,cholesterol,fat,carbohydrates,fiber,sugars,protein,calcium,iron,vitamin_a,vitamin_c,vitamin_d,folate
Springtime Cereal,2 servings,"['3/4 cup wheat and barley nugget cereal', '1/4 cup bran cereal (100%)', '2 tablespoons sunflower seeds (2 teaspoons, toasted)', '2/3 tablespoon almonds (2 teaspoons, toasted, sliced)', '1 tablespoon raisins', '1/2 cup banana (sliced)', '1 cup strawberries (sliced)', '1 cup yogurt (raspberry or strawberry, low-fat)']","['1. Mix the wheat and barley nugget cereal, bran cereal, sunflower seeds, and almonds in a medium bowl.', '2. Add the raisins, the bananas, and half of the strawberries.', '3. Gently stir in the yogurt and divide between two bowls.', '4. Scatter the remaining strawberries over the top and enjoy!']",Breakfast,426,5 mg,6 g,86 g,10 g,42 g,13 g,235 mg,13 mg,15 mcg RAE,55 mg,1 mcg,391 mcg DFE
Strawberry Banana Parfait,1 Serving,"['1/2 medium ripe banana, mashed', '1/8 teaspoon vanilla', '1/3 cup plain non-fat yogurt', '1/2 cup sliced fresh strawberries', '1/2 cup bran and wheat flakes ready-to-eat cereal']","['Stir banana and vanilla into yogurt and combine well.', 'In a 10-12 ounce glass, alternately layer the yogurt-banana mixture, strawberries and cereal.', 'Serve immediately and enjoy.']",Breakfast,190,2 mg,1 g,44 g,7 g,24 g,10 g,200 mg,13 mg,156 mcg RAE,89 mg,1 mcg,498 mcg DFE
Strawberry Mango Feta Toast Points,4 Servings,"['1 ripe mango (divided)', '2 cups strawberries (divided)', '1/2 cup fat free feta cheese crumbles', '2 tablespoons balsamic vinegar', '1 cup basil leaves (plus 2 tbsp for topping)', '2 tablespoons olive oil', '4 slices whole-wheat bread']","['Peel and pit mango. Dice 3/4 of mango and 3/4 of strawberries; place in large bowl with feta cheese. Put remaining fruit, 1/4 cup basil, vinegar and oil in a blender and blend.', 'Pour blended vinaigrette over fruit-feta mix and toss gently.', 'Chop remaining basil leaves.', 'Toast bread slices and cut each slice diagonally.', 'Top toast points with dressed fruit-feta mix and chopped basil.']",Breakfast,240,17 mg,8 g,33 g,5 g,17 g,17 g,146 mg,1 mg,51 mcg RAE,57 mg,0 mcg,46 mcg DFE
Summer Breeze Smoothie,3 servings,"['1 cup plain yogurt (non-fat)', '6 strawberries (medium)', '1 cup pineapple (crushed, canned in juice)', '1 banana (medium)', '1 teaspoon vanilla extract', '4 ice cubes']","['Wash hands with soap and water.', 'Place all ingredients in blender and puree until smooth.', 'Serve in frosted glass.']",Breakfast,120,2 mg,0 g,24 g,2 g,18 g,6 g,176 mg,0 mg,5 mcg RAE,45 mg,0 mcg,33 mcg DFE
Sure to Please Baked Eggs & Cheese,4 servings,"['1 tablespoon oil', '6 eggs', '1/2 cup non-fat milk', '1/2 cup low-fat cheese (grated)', '1 teaspoon garlic powder', '1 1/2 teaspoons oregano']","['1. Preheat oven to 350 degrees.', '2. Put oil in a medium baking dish or small cake pan and heat in the oven for a few minutes.', '3. In a bowl, beat eggs. Mix in remaining ingredients. Pour into hot pan.', '4. Bake 20 minutes or until eggs are firm. Serve immediately.', '* 4 eggs and 4 egg whites may be used instead of 6 eggs to reduce fat and cholesterol (nutrient analysis reflects this modification).']",Breakfast,163,249 mg,11 g,3 g,0 g,2 g,13 g,140 mg,1 mg,133 mcg RAE,0 mg,2 mcg,35 mcg DFE
Sweet Potato Hash with Egg,4 Servings,"['2 large sweet potatoes (cut into cubes, about 4 cups)', '1 cup water', '1 tablespoon vegetable oil', '1 teaspoon vegetable oil', '2 chicken sausages', '1 small yellow onion (peeled and diced)', '1 bell pepper (cored and diced)', '2 cloves garlic (peeled and minced)', '4 large eggs']","['Put sweet potatoes and water in a skillet and bring to a boil over high heat.', 'Reduce heat to low and cook about 20 minutes, stirring occasionally, until the water has been absorbed by the sweet potatoes.', 'Add oil, sausage, onion, bell pepper and garlic to the skillet with the sweet potatoes.  Cook about 20 minutes, stirring occasionally, until the onion is lightly browned and the sweet potatoes are tender.', 'Divide the hash between 4 plates and return the skillet to the stove.', 'Reheat the skillet over medium high heat and when it is hot, add the remaining 1 teaspoon oil.', 'Add the eggs, one at a time, and cook about 3-5 minutes until the whites are solid and the yolks begin to thicken but are not hard. Flip the egg and cook for one more minute.', 'Top sweet potato hash with an egg and serve right away.']",Breakfast,346,252 mg,14 g,35 g,6 g,8 g,20 g,93 mg,4 mg,941 mcg RAE,48 mg,1 mcg,45 mcg DFE
Sweet Potato Pancakes with Balsamic Maple Mushrooms,4 Servings,[],"['Microwave sweet potatoes until soft; let cool. Peel and mash potatoes, using an electric mixer.', 'Add milk, egg, and vegetable oil to potatoes; mix. Sift together dry ingredients and add to potato mixture. Mix on low until just blended.', 'Heat non-stick skillet or griddle over medium heat; coat skillet with cooking spray.', 'Use 1/4 cup of batter per pancake, ladling into hot skillet.Wait until pancake bubbles and looks slightly dry on top before flipping over.', 'While pancakes are cooking, heat 1 tbsp vegetable oil in another skillet (do not use non-stick) over medium flame.', 'Add quartered mushrooms and toss coat with oil. Let simmer, stirring occasionally, until juices run.', 'Add maple syrup and balsamic vinegar to pan. Let simmer until sauce reduces and thickens.', 'To serve, stack 2-3 pancakes, alternating with balsamic maple mushrooms.']",Breakfast,420,50 mg,12 g,70 g,7 g,29 g,12 g,300 mg,3 mg,868 mcg RAE,15 mg,1 mcg,40 mcg DFE
Tomato and Garlic Omelet,1 serving,"['1/2 slice bread (whole wheat)', '1/2 teaspoon olive oil', '1 garlic clove (finely chopped)', 'cooking spray (as needed, nonstick)', '3/4 cup egg substitute', '2 tablespoons mozzarella cheese (part skim, grated)', '1 tomato (large, chopped)', '1 teaspoon basil (dried)']","['1. Preheat oven to 300°F.', '2. Cut the bread into cubes; toss with oil and garlic in a small bowl. Spread the cubes in a single layer on a baking sheet and toast in the oven for 15 to 25 minutes, or until golden brown, tossing once or twice. Transfer to a plate to cool.', '3. Spray a medium pan with nonstick cooking spray and heat over medium-high heat. Pour in egg substitute.', '4. When the egg begins to set, spread evenly across the bottom of the pan and reduce the heat to low.', '5. Once the top layer of egg is almost cooked, sprinkle the cheese and basil on top and scatter the tomatoes and bread over half of the omelet; fold the unfilled omelet half over the filling. Slide the omelet on a plate and serve.']",Breakfast,225,8 mg,6 g,19 g,4 g,9 g,26 g,313 mg,6 mg,119 mcg RAE,27 mg,3 mcg,68 mcg DFE
Tropical Morning Treat,4 servings,"['1/4 cup orange juice', '1 apple', '1 orange', '1 banana']","['Place orange juice in bowl.', 'Wash apple and dry. Remove the seeds and dice. Coat apple surfaces with orange juice to prevent browning.', 'Peel orange and break into sections. Cut sections into small pieces.', 'Peel and slice banana into 1/4 inch circles.', 'Combine all fruit and orange juice lightly in a bowl and mix together. Chill or serve immediately.']",Breakfast,67,0 mg,0 g,17 g,2 g,12 g,1 g,18 mg,0 mg,7 mcg RAE,29 mg,0 mcg,21 mcg DFE
Tropical Overnight Oatmeal,2 Servings,"['2/3 cup old fashion oats (uncooked)', '2/3 cup non-fat milk', '2/3 cup non-fat Greek yogurt', '1/8 teaspoon ground allspice', '1 cup fresh pineapple chunks', '1 medium banana, sliced', '2 tablespoons sliced almonds']","['Mix oats, milk, yogurt and allspice in two bowls or glass jars.', 'Cover and refrigerate overnight.', 'Just before serving, add pineapple, banana, and almonds.']",Breakfast,338,3 mg,7 g,54 g,7 g,23 g,19 g,,,53 mcg RAE,45 mg,1 mcg,45 mcg DFE
Veggie Omelet in a Mug,1 Serving,"['2 eggs', '2 tablespoons 1% low-fat milk (or nonfat/skim milk)', '1 pinch salt', '1 pinch pepper', '1/4 cup finely chopped mushrooms (or your favorite vegetables)', '2 tablespoons shredded cheddar cheese (or your favorite cheese)']","['Wash hands with soap and water.', 'Lightly grease the inside of a 12-ounce microwave-safe mug.', 'Use a fork to combine the eggs, milk, salt and pepper in the mug and stir well.  Mix in the vegetables and cheese.', 'Microwave on HIGH for 45 seconds. Stir. Return to the microwave and cook on HIGH until the mixture has puffed and set, 60 to 90 seconds. The omelet may look wet on the top but it will dry as it cools.', 'Refrigerate leftovers within 2 hours.']",Breakfast,200,344 mg,13 g,3 g,0 g,2 g,16 g,190 mg,2 mg,196 mcg RAE,0 mg,2 mcg,48 mcg DFE
Very Berry Muesli,5 Servings,"['1 cup low-fat fruit yogurt', '1 cup old fashioned rolled oats (raw)', '1/2 cup fat free milk (or 1% milk)', '1/2 cup dried fruit (try raisins, apricots, dates)', '1/2 cup apple, chopped (about 1/3 of a medium apple)', '1/2 cup frozen blueberries', '1/4 cup toasted walnuts (chopped)']","['Wash hands with soap and water.', 'In medium bowl, mix oats, yogurt and milk.', 'Cover and refrigerate for 6 to 12 hours.', 'Add dried and fresh fruit, and mix gently.', 'Serve scoops of muesli in small dishes. Sprinkle each serving with chopped nuts.']",Breakfast,145,2 mg,5 g,24 g,2 g,20 g,4 g,118 mg,0 mg,28 mcg RAE,2 mg,1 mcg,14 mcg DFE
Very Berry Smoothie,2 Servings,"['1 cup frozen strawberries', '1 cup frozen raspberries', '1 cup pineapple chunks', '1 banana', '1 cup skim milk (or almond milk)', '1 1/2 cups ice']","['Peel and slice the banana.', 'Gather all ingredients and combine in a blender.', 'Cover and blend until smooth.', 'Serve right away or pour into ice cube trays and freeze. During the week, pop out the cubes for a quick on-the-go breakfast.']",Breakfast,252,2 mg,1 g,59 g,13 g,37 g,7 g,,,84 mcg RAE,82 mg,1 mcg,66 mcg DFE
Whole Grain Strawberry Pancakes,7 Servings,"['1 1/2 cups whole wheat flour', '3 tablespoons sugar', '1 teaspoon baking powder', '1/2 teaspoon baking soda', '1/2 teaspoon salt', '3 eggs', '1 container vanilla low-fat yogurt (6 oz)', '3/4 cup water', '3 tablespoons canola oil', '1 3/4 cups sliced fresh strawberries', '1 container strawberry low-fat yogurt (6 oz)']",[],Breakfast,260,93 mg,9 g,36 g,4 g,16 g,9 g,144 mg,2 mg,36 mcg RAE,25 mg,1 mcg,36 mcg DFE
Whole Wheat Muffins,12 servings,"['1 cup flour (all purpose)', '1 cup whole wheat flour', '1/2 teaspoon salt', '2 teaspoons baking powder', '1/4 cup brown sugar (firmly packed, or white sugar)', '1 cup milk, low-fat (1%)', '2 egg', '1 vanilla (1 teaspoon, optional)', '1/4 cup margarine or butter (melted, or 1/4 cup vegetable oil)', '1 tablespoon sugar', '1/2 teaspoon cinnamon (ground)']","['1. Preheat oven to 400 degrees. Lightly oil or coat with non-stick spray the cups of a 12 cup muffin pan, or use paper muffin cups.', '2. Mix together sugar and cinnamon for topping and set aside. ', '3. In a large bowl, stir together flour, salt, baking powder and sugar. In a glass or plastic liquid measuring cup, measure milk, then add eggs, vanilla (if using), and melted shortening or oil. Mix with a fork until egg is well combined with other ingredients.', '4. Pour milk mixture over flour mixture and stir with a spoon, about 20 strokes, until flour is just moistened. Batter will be lumpy and thick.', '5. Fill prepared muffin cups about 2/3 full with batter. Sprinkle about 1/4 teaspoon of cinnamon/sugar topping over each muffin.', '6. Bake in oven for 20 to 25 minutes until golden brown. Serve warm. Leftovers may be frozen.']",Breakfast,148,32 mg,5 g,22 g,1 g,7 g,4 g,85 mg,1 mg,64 mcg RAE,0 mg,0 mcg,40 mcg DFE
Wild Rice Muffins,12 servings,"['Cooking spray', '1 1/2 cups bakery mix', '1/4 cup sugar', '2 teaspoons cinnamon', '2 bananas, mashed', '3/4 cup milk', '1/4 cup applesauce', '1 cup wild rice, cooked', 'walnuts, chopped (optional)']","['Wash hands with soap water.', '1. Preheat the oven to 400 °F. Spray a 12-cup muffin pan with cooking spray.\n2. In a medium bowl, mix bakery mix, sugar, and cinnamon.\n3. In a separate bowl, mix bananas, milk, and applesauce.\n4. Add banana mixture to dry mixture and stir.\n5. Fold in wild rice and nuts.\n6. Spoon ¼ cup of the batter into each muffin cup. Bake for 20–25 minutes.']",Breakfast,121,1 mg,3 g,23 g,1 g,10 g,2 g,52 mg,1 mg,10 mcg RAE,2 mg,0 mcg,37 mcg DFE
Yogurt Berry Parfait,4 servings,"['2 cups yogurt, low fat (or fat-free, any flavor*)', '1 cup banana (sliced)', '1/2 cup blueberries (fresh)', '1/2 cup strawberries (fresh, sliced)', 'other optional fruit (raspberries, peaches, pineapple and/or mangos)', '1 cup granola']","['Wash hands with soap and water.', 'Line up 4 parfait or other tall glasses.', 'Spoon 1/2 cup of yogurt into each glass.', 'Sprinkle with granola.', 'Top with about 1/4 cup of fruit.']",Breakfast,304,6 mg,9 g,46 g,5 g,30 g,11 g,240 mg,2 mg,17 mcg RAE,19 mg,1 mcg,52 mcg DFE
Yummy Bagels,16 Bagels,"['2 tablespoons sugar', '1 tablespoon yeast', '1 1/2 cups warm water', '2 cups flour, whole wheat', '1 1/4 cups flour, all purpose', '1 teaspoon canola oil', 'cinnamon (optional)', 'sugar (optional)', 'salt (optional)']","['Wash hands with soap and water.', 'Mix sugar, yeast, water, and flours together.', 'Rub inside of bowl with oil. Place dough in bowl and flip to coat with oil. Let rise 30 minutes.', 'Punch down dough and divide into 16 portions. Shape into a ball and poke a hole through the middle with your fingers.', 'Place on a well-greased baking sheet and cover with a towel to rise again for 15-20 minutes. Put 2 inches of water in a pot and heat to boiling.', 'Using a slotted spoon, gently place each bagel into a rapidly boiling water for 1 minute on each side. Remove and dry on a towel. Place back on baking sheet. If desired, sprinkle bagels with cinnamon/sugar or salt.', 'Bake at 475°F for 8-12 minutes.']",Breakfast,98,0 mg,1 g,20 g,2 g,2 g,3 g,7 mg,1 mg,0 mcg RAE,0 mg,0 mcg,53 mcg DFE
